frame,system,rom_label,pc,ram_0000_t49,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7
253,nes,current_nes,E45D,FF,12,65,12,00,00,01,01,00,DE,03,00,00,00,00,8B,94,1A,10,00,10,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
254,nes,current_nes,E45B,28,00,60,02,00,00,01,02,12,DF,00,00,00,00,00,8B,94,1A,10,00,00,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
255,nes,current_nes,E45B,91,BD,A4,02,00,00,01,03,14,E0,00,00,00,00,00,8B,94,1A,10,00,00,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
256,nes,current_nes,E45B,0D,C4,A4,02,00,00,01,04,00,E1,01,00,00,00,00,8B,94,1A,10,00,00,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,21,69,11,0A,0A,0A,0A,24
257,nes,current_nes,E45B,0F,C4,A4,02,00,00,01,05,00,E2,02,00,00,00,00,8B,94,1A,10,00,00,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,21,C9,11,24,24,24,24,24
258,nes,current_nes,E45D,0F,C4,A4,02,00,00,01,06,00,E3,03,00,00,00,00,8B,94,1A,10,00,00,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,22,29,11,24,24,24,24,24
259,nes,current_nes,E45B,91,24,00,02,00,01,01,00,00,E4,00,00,00,00,00,8B,94,1A,10,00,00,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,21,89,03,24,24,00,21,E9
260,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,E5,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
261,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,E6,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
262,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,E7,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
263,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,E8,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
264,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,E9,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
265,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,EA,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
266,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,EB,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
267,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,EC,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
268,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,ED,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
269,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,EE,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
270,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,EF,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
271,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,F0,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
272,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,F1,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
273,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,F2,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
274,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,F3,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
275,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,F4,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
276,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,F5,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
277,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,F6,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
278,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,F7,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
279,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,F8,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
280,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,F9,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
281,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,FA,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
282,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,FB,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
283,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,FC,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
284,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,FD,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
285,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,FE,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
286,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,FF,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
287,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,00,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
288,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,01,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
289,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,02,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
290,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,03,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
291,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,04,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
292,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,05,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
293,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,06,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
294,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,07,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
295,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,08,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
296,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,09,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
297,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,0A,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
298,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,0B,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
299,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,0C,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
300,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,0D,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
301,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,0E,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
302,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,0F,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
303,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,10,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
304,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,11,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
305,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,12,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
306,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,13,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
307,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,14,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
308,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,15,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
309,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,16,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
310,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,17,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
311,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,18,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
312,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,19,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
313,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,1A,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
314,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,1B,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
315,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,1C,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
316,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,1D,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
317,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,1E,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
318,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,1F,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
319,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,20,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
320,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,21,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
321,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,22,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
322,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,23,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
323,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,24,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
324,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,25,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
325,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,26,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
326,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,27,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
327,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,28,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
328,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,29,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
329,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,2A,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
330,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,2B,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
331,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,2C,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
332,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,2D,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
333,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,2E,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
334,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,2F,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
335,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,30,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
336,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,31,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
337,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,32,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
338,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,33,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
