frame,system,rom_label,pc,ram_0000_t49,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7
339,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,34,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
340,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,35,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
341,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,36,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
342,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,37,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
343,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,38,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
344,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,39,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
345,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,3A,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
346,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,3B,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
347,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,3C,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
348,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,3D,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
349,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,3E,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
350,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,3F,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
351,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,40,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
352,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,41,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
353,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,42,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
354,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,43,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
355,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,44,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
356,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,45,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
357,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,46,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
358,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,47,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
359,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,48,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
360,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,49,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
361,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,4A,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
362,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,4B,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
363,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,4C,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
364,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,4D,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
365,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,4E,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
366,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,4F,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
367,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,50,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
368,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,51,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
369,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,52,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
370,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,53,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
371,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,54,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
372,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,55,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
373,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,56,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
374,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,57,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
375,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,58,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
376,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,59,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
377,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,5A,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
378,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,5B,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
379,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,5C,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
380,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,5D,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
381,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,5E,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
382,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,5F,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
383,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,60,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
384,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,61,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
385,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,62,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
386,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,63,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
387,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,64,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
388,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,65,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
389,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,66,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
390,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,67,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
391,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,68,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
392,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,69,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
393,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,6A,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
394,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,6B,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
395,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,6C,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
396,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,6D,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
397,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,6E,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
398,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,6F,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
399,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,70,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
400,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,71,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
401,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,72,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
402,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,73,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
403,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,74,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
404,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,75,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
405,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,76,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
406,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,77,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
407,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,78,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
408,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,79,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
409,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,7A,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
410,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,7B,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
411,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,7C,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
412,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,7D,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
413,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,7E,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
414,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,7F,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
415,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,80,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
416,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,81,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
417,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,82,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
418,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,83,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
419,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,84,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
420,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,85,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
421,nes,current_nes,E45D,30,08,0A,03,00,01,01,00,00,86,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
422,nes,current_nes,E45B,30,08,0A,03,00,01,01,00,00,87,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
423,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,88,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
424,nes,current_nes,E45C,30,08,0A,03,00,01,01,00,00,89,00,00,00,00,00,8B,94,1A,10,00,00,00,00,1E,B0,00,6B,01,E2,C0,20,24,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,89,03,24,24,00,21,E9
